headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,lucrative,"利益が上がる, もうかる",/l(j)uː.krə.tɪv/,25217,The new business venture proved to be highly lucrative.,この新しい事業は非常に儲かることが判明した。,1629226
,,,mainland,"《通例 the~》本土,大陸(付近の島と区別した)",/'meɪnlænd/,25556,The island is located close to the mainland.,その島は本土に近い位置にあります。,3001132
,,,scarce,乏しい / 不足した / まれな,/skɛərs/,37332,Fresh water is becoming scarce in many parts of the world.,世界の多くの地域で、淡水が乏しくなってきています。,3004250
,,,reap,"【動/他】を得る,を享受する；を刈り取る【動/自】刈り取る,収穫する",/ri:p/,34990,He will reap the benefits of his hard work.,彼は自分の努力の成果を収穫するだろう。,3003527
,,,predetermine,"を前もって決める, 《...するよう》を前もって定める《to do》 / ...の方向を定める / を見積もる",/priː.dɪˈtɜːr.mɪn/,33049,The decision to hire the candidate was predetermined by the CEO before the interviews even began.,候補者を採用するかどうかの決定は、面接が始まる前に CEO によって事前に決定されていました。,1626720
,,,meaningful,"《...にとって》有意義な,意義のある《to / for》；《人に》理解しやすい《to》",/ˈmiːnɪŋfʊl/,26228,Reading books is a meaningful activity.,本を読むことは有意義な活動です。,1650124
,,,media,[[medium]]の複数形,/'miːdiə/,26280,The media plays a crucial role in shaping public opinion.,メディアは公共の意見形成に重要な役割を果たしています。,3001319
,,,merger,〈C〉(特に二つ以上の会社・組織の)吸収合併,/'mɜːrdʒər/,26491,The merger between the two companies was approved by the shareholders.,2つの会社の合併は株主によって承認されました。,1628677
,,,undermine,"...の下を掘る / の土台を壊す / (健康・名声など)を知らないうちに(徐々に)害する,を弱める / 傷つける, だめにする",/ˌʌndərˈmaɪn/,45011,His constant criticism undermines her confidence.,彼の絶え間ない批判は彼女の自信を損なう。,3006142
,,,maximize,【他】最大化する,/mæksɪmaɪz/,26167,We need to maximize our profits in order to grow the business.,ビジネスを成長させるために利益を最大化する必要があります。,1642976
,,,plead,〈自〉懇願する / 《...を》弁護する《for ...》 / 《...に》抗弁する《against ...》 / 〈他〉を言い訳として述べる / を弁護する,/pliːd/,32236,He pleaded with the judge for leniency.,彼は寛大さを求めて裁判官に嘆願した。,3002858
,,,militia,"《the ~》国民軍,市民軍(軍事訓練を受けるが非常事態にのみ召集される)",/mɪˈlɪʃə/,26816,The militia was formed to protect the local community.,国民軍は地域社会を守るために結成されました。,1643164
,,,surge,〈C〉高揚 / 急増,/sɜːrdʒ/,41945,The surge of energy propelled him forward.,エネルギーの急増が彼を前に押し出した。,3005348
,,,nationwide,"全国の, 全国的な",/ˈneɪʃənˌwaɪd/,28178,The nationwide event attracted thousands of participants.,全国的なイベントは数千人の参加者を集めました。,3001819
,,,newsletter,"(定期講読者向けの)時事通信;社報,公報,回報,PR誌",/ˈnjuːzˌlɛtər/,28503,I receive a newsletter every week.,私は毎週時事通信を受け取ります。,1659475
,,,norm,"〈C〉(しばしば複数形で) 標準,規準 / 一般水準 / (行動の)規範, 常識 / ノルマ, 基準量",/nɔːrm/,28841,Breaking the norm can sometimes lead to innovative ideas and positive change.,常識を打ち破ることは、革新的なアイデアや前向きな変化につながることがあります。,1627595
,,,obstacle,"〈C〉《...に対する》障害, 邪魔《to ...》",/ˈɑbstəkəl/,29222,She overcame every obstacle in her path.,彼女は道中の障害を全て乗り越えた。,3002093
,,,optimism,"楽天主義  / 楽観,のんき",/ˈɑptəˌmɪzəm/,29698,Optimism is the key to a happy life.,楽天主義は幸せな人生の鍵です。,3002238
,,,ordinate,"縦座標,縦軸",/ˈɔːrdɪnət/,29762,"The graph displayed a clear relationship between the abscissa and ordinate, revealing the data's underlying pattern.",グラフには横軸と縦軸の関係が明確に示されており、データの基礎となるパターンが明らかになりました。,1627669
,,,maturity,"成熟,円熟;完成  / (手形などの)満期",/məˈtjʊərəti/,26142,Maturity comes with experience and age.,成熟は経験と年齢と共に訪れる。,3001280
,,,convergence,"〈U/C〉1点に集まること, 集中 / 〈C〉1点に集まった箇所",/kənˈvɜːrdʒəns/,9309,The convergence of technology and art has led to innovative creations.,技術と芸術の融合は革新的な創造をもたらしています。,1638639
,,,questionnaire,"質問表,アンケート",/kwɛs.tʃəˈnɛr/,34401,Please fill out the questionnaire.,質問表に記入してください。,3003340
,,,reinforcement,"〈U〉増強,補強 / 〈C〉補強材 / 《複数形で》援軍,増援隊",/ˌriːɪnˈfɔːrsmənt/,35452,The reinforcement of the bridge made it stronger and more durable.,橋の補強により、それはより強く、耐久性が高くなりました。,1653767
,,,sustainable,【形】持続可能な；維持（継続）できる,/səˈsteɪ.nə.bəl/,48310,Using renewable energy is a sustainable way to power our homes.,再生可能エネルギーを利用することは、私たちの家を持続可能な方法で電力供給する手段です。,1632078
,,,seldom,めったに...ない / まれに,/'sɛldəm/,37910,I seldom go to the movies.,私はめったに映画に行かない。,3004298
,,,separately,"分かれて;別々に,単独で",/sɛpərətli/,38139,They decided to go separately to the party.,彼らはパーティーに分かれて行くことに決めました。,3004353
,,,solar,太陽の,/ˈsoʊlər/,39830,Solar energy is a renewable source of power.,太陽エネルギーは再生可能な電源です。,3004785
,,,subsidy,"(国家・団体などの)補助金,同成金,奨励金",/'sʌbsɪdi/,41549,The government provides a subsidy to support small businesses.,政府は中小企業を支援するために補助金を提供しています。,1632040
,,,capitalist,資本家  / 《まれ》資本主義者,/ˈkæpɪtəlɪst/,6262,The capitalist invested in a new business venture.,資本家は新しい事業に投資しました。,1638495
,,,terrorism,"(政治的な)行為,テロ;恐怖政治",/tɛrərɪzəm/,42913,Terrorism is a political act.,テロリズムは政治的な行為です。,3005618
,,,unpopular,不人気の,/ʌnˈpɒpjʊlər/,45353,The unpopular movie received negative reviews from critics.,不人気な映画は批評家から否定的な評価を受けました。,3006243
,,,timely,時宜を得た,/ˈtaɪmli/,43426,The timely arrival of the ambulance saved his life.,救急車がタイムリーに到着したことが彼の命を救った。,1632033
,,,trader,"商人,貿易業者",/ˈtɹeɪdər/,43913,The trader traveled to different countries to buy and sell goods.,商人は異なる国々を訪れて商品を買い付け、売買を行った。,3005883
,,,clarity,"【名/U】明快さ,明瞭 ；（音色の）清澄",/ˈklærəti/,7760,The clarity of her explanation made it easy to understand.,彼女の説明の明確さにより、理解しやすくなりました。,3009517
,,,utilization,利用,/juː.tɪ.lɪˈzeɪ.ʃən/,45713,The utilization of renewable energy sources is increasing.,再生可能エネルギー源の利用が増えています。,1653777
,,,affordable,手ごろな価格の / 入手可能な,/əˈfɔːrdəbəl/,48329,This restaurant offers affordable meals for everyone.,このレストランは手ごろな価格で誰でも食事ができます。,3007000
,,,arbitrage,【名/U】（為替・株式などの）さやとり売買；裁定取引,/ˈɑrbɪtrɑʒ/,2048,Investors couldn’t find any arbitrage opportunities today.,投資家は今日、裁定取引の機会を見つけることができなかった。,1017219
,,,antitrust,"【形】トラスト反対の,独占禁止の",/ænˈtaɪˌtrʌst/,1787,The government is cracking down on antitrust violations.,政府はトラスト反対の違反に取り締まりを強化している。,1635430
,,,enact,"〈他〉〈法律〉を制定する / を法令化する, を条令化する / （話など）を演じる",/ɪˈnækt/,13892,The government plans to enact new legislation to protect the environment.,政府は環境保護のために新しい法律を制定する予定です。,2998126
,,,evident,"（証拠に基づいて）明白な,はっきりした,明らかな",/ˈɛvɪdənt/,14587,It is evident that he did it.,彼がそれをやったことは明らかだ。,46035
,,,formally,正式（公式）に；礼儀正しく；堅苦しく,/fɔːrˈməli/,48304,He dressed formally for the business meeting.,彼はビジネスミーティングのために正装した。,1641030
,,,periodically,【副】定期的に；周期的に,/pɪəriˈɒdɪkli/,48335,I go to the gym periodically to stay in shape.,体型を維持するために、私は定期的にジムに行きます。,3007004
,,,differentiation,"〈U〉区別,識別 / 差別化 / 分化 / 微分法",/dɪfəˌrenʃiˈeɪʃ(ə)n/,48311,Differentiation is an important concept in mathematics.,微分は数学の重要な概念です。,1628910
,,,neo,【複合要素】新…；復活…；近代の…,/niːoʊ/,48326,The new technology revolutionized the industry.,新しい技術が産業を革新しました。,1651886
,,,non,【接頭辞】…しない；...でない；…のない；非…；不…；無…,/nɑn/,48327,I am a non-smoker.,私は禁煙者です。,3006996
,,,internet,"《The 〜》インターネット /  (単にthe net, the Netともいう)",/ˈɪntərnɛt/,48330,I use the internet every day to stay connected with friends and family.,毎日インターネットを使って友達や家族とつながっています。,3007002
,,,interactive,"相互に作用し合う / 相互作用の / 対話型の,双方向の",/ɪntərˈæktɪv/,48342,The interactive game allows players to communicate with each other.,対話型のゲームはプレイヤー同士のコミュニケーションを可能にします。,3007009
,,,internationally,国際的に； 国際間で；国際上,/ˌɪn.tər.ˈnæ.ʃə.nəl.i/,48343,He is recognized internationally for his contributions to the field of science.,彼は科学の分野への貢献に対して国際的に認められています。,3007016
,,,tactic,"【名/C】作戦；かけひき；戦術【形】配列の,順序の",/'tæktɪk/,48345,He used a clever tactic to win the game.,彼はゲームに勝つために巧妙な戦術を使った。,3007014
,,,pre,"【接頭辞】前の,以前の / 前もって,あらかじめ / …の前部にある",/pɹiː/,48328,The prehistoric era was a time before written records.,先史時代は、記録が書かれる前の時代でした。,1641033
,,,telecommunication,【名/U/C】遠距離通信；電気通信技術,/tɛlɪkəˌmjunəˈkeɪʃən/,48351,Telecommunication plays a crucial role in connecting people around the world.,テレコミュニケーションは、世界中の人々をつなぐ重要な役割を果たしています。,3007015
,,,euro,ユーロ；ユーロ債,/ˈjʊərəʊ/,48355,The euro is the official currency of the European Union.,ユーロは欧州連合の公式通貨です。,3007019
,,,innovative,革新的な / 創造力に富んだ,/ˈɪnəˌveɪtɪv/,48350,She is known for her innovative ideas.,彼女は革新的なアイデアで知られています。,1638372
,,,spreadsheet,"〈C〉スプレッドシート,表計算ソフト",/spɹɛd.ʃit/,48357,I use a spreadsheet to organize my expenses.,私はスプレッドシートを使って経費を整理しています。,3007018
,,,blog,〈C〉ブログ,/blɒɡ/,48394,I write a new blog post every week.,私は毎週新しいブログ記事を書きます。,3007033
,,,counterparty,"取引先, 取引先企業 / 契約相手, 相手方",/ˈkaʊntərˌpɑrti/,48401,The counterparty failed to meet their financial obligations.,取引相手が金融債務を履行しなかった。,1629409
,,,bully,〈他〉をいじめる,/ˈbʊli/,5551,He just loves to bully people.,彼はただ人をいじめるのが好きなだけです。,30218
,,,classify,を分類する；類別する；等級別にする；機密扱いにする,/'klæsɪfaɪ/,7779,It is important to classify the different types of animals.,異なる種類の動物を分類することは重要です。,3009521
,,,beneficial,"有益な, ためになる / 役に立つ / 利益をもたらす / 《法律》利益を受けることができる",/bɪˈnɛfɪʃəl/,3855,Regular exercise is beneficial to our health.,定期的な運動は私たちの健康に有益です。,2996677
,,,deregulation,"〈U〉規制緩和,自由化",/dɪˌrɛɡjʊˈleɪʃən/,48405,Deregulation has led to increased competition in the telecommunications industry.,規制緩和は通信業界における競争の増加につながっています。,3007037
,,,competitiveness,【名/U】競争力；競争的なこと；競合性,/kəmˌpɛtəˈtɪvnəs/,48399,Her competitiveness drives her to always strive for success.,彼女の競争心は彼女を常に成功を目指すように駆り立てる。,3007035
,,,computerize,【動/他】をコンピューター化する；電子化する【動/自】コンピュータを導入する.,/kəmˈpjuːtəraɪz/,8744,They plan to computerize the entire office.,彼らはオフィス全体をコンピュータ化する予定です。,1641037
,,,salesperson,"〈C〉店員,販売員,外交員《単数》",/seɪlzˈpɜːrsən/,36979,The salesperson helped me choose the perfect dress.,販売員が私にぴったりのドレスを選ぶのを手伝ってくれました。,1628431
,,,workplace,"〈C〉仕事場,職場,作業場",/'wɜːrkpleɪs/,48380,I have a meeting at the workplace tomorrow.,明日は職場で会議があります。,3007028
,,,buyout,【名/C】買収；乗っ取り,/ˈbaɪaʊt/,48397,The company announced a buyout of its competitor.,会社は競合他社を買収することを発表しました。,1634422
,,,deliverable,【名/C】成果物、配送品【形】配達可能な；到達可能な,/dɪˈlɪvərəbəl/,48404,The company will present its deliverable at the meeting.,会議では成果物を発表する予定です。,1625759
,,,capita,【名】市民たる地位；人物；頭；人；個体,/'kæpɪtə/,48398,The per capita income in this country is steadily increasing.,この国の一人当たりの所得は着実に増加しています。,1661080
,,,downside,"【形】下降気味の / 【名/C】下側 / 下降気味 / 否定的な側面, 欠点",/ˈdaʊnsaɪd/,48406,The downside of the new policy is that it may lead to job losses.,新しい政策のデメリットは、仕事の減少につながる可能性があることです。,3007034
,,,browser,〈C〉ブラウザ / 拾い読みをする人,/ˈbraʊzər/,48396,I use a web browser to surf the internet.,私はインターネットを閲覧するためにウェブブラウザを使用します。,1633425
,,,continuously,"絶え間なく,連続して",/kənˈtɪnjuəsli/,48400,She worked continuously for hours to finish the project.,彼女はプロジェクトを終わらせるために何時間も連続で働きました。,1628627
,,,synergy,"【名/U】相乗効果,シナジー；共同（共働）作用",/sɪnərdʒi/,48451,The collaboration between the two companies created a synergy that resulted in increased productivity.,2つの会社の協力は、生産性の向上につながるシナジーを生み出しました。,1632037
,,,externality,"【名/U】外面性；外部性【C】外形,外観；外部への影響",/ɪkˈstɜːnələti/,48409,The pollution caused by the factory is an example of a negative externality.,工場による汚染は、ネガティブな外部性の一例です。,1632038
,,,globally,"世界的に,地球規模で",/ˈɡloʊbəli/,48413,"The company operates globally, with offices in over 50 countries.",その会社は世界的に展開しており、50以上の国にオフィスを持っています。,1632039
,,,maximization,【名】最大化；極大化,/mæk.sə.maɪ'zeɪ.ʃən/,48422,The company's main goal is the maximization of profits.,会社の主な目標は利益の最大化です。,1656531
,,,impairment,"〈U/C〉損傷, 障害 / 悪化,低下 / 減少 / 《会計》減損",/ɪmˈpɛərmənt/,48415,She overcame her impairment and achieved great success.,彼女は障害を乗り越え、大きな成功を収めました。,1628838
,,,subsection,"〈C〉小節,下位区分 /《法律文書などの》款 / 小区分",/sʌbˈsɛkʃən/,48449,This information can be found in the subsection of the user manual.,この情報はユーザーマニュアルのサブセクションに記載されています。,1633427
,,,incorporation,"【名/U】編入,合併【C】法人設立",/ɪnˌkɔr.pəˈreɪ.ʃən/,21483,The incorporation of new technology has greatly improved our productivity.,新しい技術の導入により、私たちの生産性が大幅に向上しました。,1649819
,,,unrelated,無関係の / 語られていない,/ˌʌn.rɪˈleɪ.tɪd/,45389,The two events are unrelated to each other.,二つのイベントは互いに関係がない。,1640279
,,,entrepreneurial,【形】起業家の；起業家精神に溢れた,/ˌɑːn.trə.prəˈnɜːr.i.əl/,48408,She has an entrepreneurial spirit and is always looking for new business opportunities.,彼女は起業家精神に溢れており、常に新しいビジネスの機会を探しています。,1649820
,,,financially,"財政的に,経済的に,金銭的に / 財政的にいうと",/fɪˈnænʃəli/,48410,I am financially stable.,私は財政的に安定しています。,3007032
,,,genuinely,"純粋に,心から,誠実に / 本当に,実に",/dʒenjʊɪnli/,48412,She genuinely cares about her students.,彼女は生徒のことを心から気にかけています。,1629224
,,,internally,【副】内部で；内面的に；国内で,/ɪnˈtɜrnəli/,48417,The company is internally restructuring its departments.,会社は内部で部門を再編成しています。,1653783
,,,macro,"【複合要素】長い,大きい,大規模な",/'mækrəʊ/,48419,I need to write a macro to automate this task.,このタスクを自動化するためにマクロを書かなければなりません。,1653786
,,,macroeconomics,【名/U】マクロ経済学,/mækroʊˌɛkəˈnɑmɪks/,48421,Explain the distinction between microeconomics and macroeconomics.,ミクロ経済学とマクロ経済学の区別を説明しなさい。,1017036
,,,saver,"【名/C】節約するもの；貯蓄家,倹約家；格安のもの；救済者,救助者",/ˈseɪvər/,48445,She is a saver and always puts money aside for emergencies.,彼女は節約家で、常に緊急時のためにお金を取っておきます。,3007045
,,,macroeconomic,"【形】マクロ経済の, 巨視的経済学の",/mækroʊˌiːkəˈnɑmɪk/,48420,Macroeconomic policies are important for stabilizing the economy.,マクロ経済政策は経済の安定化に重要です。,1635428
,,,periodic,"【形】定期的な,周期的な / ときどき起こる / 掉尾(とうび)的の",/pɪəriˈɒdɪk/,31328,I have a periodic meeting with my team every month.,私は毎月、チームと定期的に会議をしています。,1635424
,,,pursuant,"(形)《...に》準ずる, 従った, 拠った 《to ...》 / 追跡する,追う / (副)《…に》従って,準じて《to ...》",/pɜrˈsuənt/,34170,They acted pursuant to the agreement.,彼らは合意に従って行動した。,1628143
,,,profitability,"【名/U】収益性,利益率,採算性",/prɒfɪtəˈbɪlɪti/,48435,The company's profitability has been steadily increasing over the past year.,会社の収益性は過去1年間で着実に増加しています。,3007040
,,,telecom,【名/U/C】遠距離通信；電気通信技術（ = telecommunication）,/ˈtɛlɪkɒm/,48452,I work for a telecom company.,私は通信会社で働いています。,1632048
,,,reinvest,"【動/他】を再び投資する,再投資する",/ˌriːɪnˈvɛst/,48439,It is important to reinvest your profits back into your business for growth.,成長のために利益を再投資することは重要です。,1632042
,,,sustainability,【名/U】持続可能性,/səˌsteɪnəˈbɪləti/,48450,Sustainability is important for the future of our planet.,持続可能性は地球の未来にとって重要です。,1632044
,,,privately,"ひそかに,秘密に；個人的に,個人として",/ˈpraɪvətli/,33435,She privately told me about her plans.,彼女はひそかに私に彼女の計画を話しました。,1645210
,,,referendum,"〈C〉国民投票,住民投票 / 国民投票制度,住民投票制度",/rɛfərˈɛndəm/,35310,The government announced that a referendum will be held to decide on the new constitution.,政府は新憲法についての決定をするために国民投票が行われることを発表しました。,3003607
,,,populist,【名/C】人民主義者【形】人民主義の,/'pɒpjʊlɪst/,48430,The populist leader promised to prioritize the needs of the working class.,ポピュリストの指導者は労働者階級のニーズを優先すると約束しました。,1653787
,,,predictor,"〈C〉予測者 / 予測因子 / 予言するもの,徴候を示すもの",/prɪˈdɪktər/,48431,The predictor accurately forecasted the outcome of the match.,予測者は試合の結果を正確に予測しました。,1628760
,,,reinvestment,【名/U】再投資,/ˌriːɪnˈvɛstmənt/,48440,"In 1982, Abilene became the first city in Texas to create a downtown reinvestment zone.",1982年、アビリーンはテキサス州で初めてダウンタウンに再投資ゾーンを作成した都市になりました。,1017039
,,,routinely,"【副】日常的に,いつものように；規定通りに",/ˈruː.tɪn.li/,48444,I routinely go for a run in the morning.,私は朝に定期的にランニングに行きます。,1631018
,,,payback,"【名/C】元金回収期間 / 《投資への》払戻金, 報酬, 見返り / 【名/U】仕返し,報復",/ˈpeɪˌbæk/,48427,I will pay you back next week.,来週、返済します。,1649385
,,,tuple,【名】組；タプル,/'tʌpəl/,48454,Enclose tuple elements in square brackets.,組要素を角かっこで囲みます。,1017042
,,,misunderstand,〈自〉〈他〉誤解する,/mɪsʌndərˈstænd/,27169,"I'm sorry, but I think you misunderstand what I meant.",ごめんなさい、でも私の意味することを誤解していると思います。,3001543
,,,policymaker,【名/C】政策立案者,/ˈpɒlɪsiˌmeɪkə/,48429,The policymaker implemented new regulations to address the issue.,政策立案者は問題に対処するために新しい規制を実施しました。,1653789
,,,stochastic,"確率的な,確率論的な / 推測の,推計学的な",/stəˈkæstɪk/,48446,The weather forecast is predicting stochastic rainfall tomorrow.,天気予報では明日は確率的に雨が降ると予想されています。,1629324
,,,streamline,【名/C】流線形【動/他】を流線形にする；を近代化する；を能率化する,/striːmlaɪn/,41269,The new software will streamline our workflow and increase efficiency.,新しいソフトウェアは私たちのワークフローを効率化し、効率を高めます。,1635432
,,,prepayment,【名/C】前払い金；前納金,/prɪˈpeɪmənt/,48432,I made a prepayment for my hotel reservation.,私はホテルの予約のために前払いをしました。,1632046
,,,tranche,〈C〉一部分；分割払い込み金,/trɑːnʃ/,48453,This is a first tranche out of a total of 24units.,これは24回払いの最初の割賦金です。,1017291
,,,relieve,を取り除く / を和らげる / を安心させる / を救済する / を交替させる,/rɪˈliːv/,35512,The doctor prescribed medication to relieve the pain.,医者は痛みを取り除くために薬を処方しました。,3003686
,,,reorganization,"【名/U/C】再編成,再組織；再建",/ˌriːɔː(r)ɡənaɪˈzeɪʃ(ə)n/,48441,The company is undergoing a reorganization to improve efficiency.,会社は効率を改善するために再編成を行っています。,3007039
,,,proprietorship,【名/U】所有権；個人事業,/prəˈpraɪətərʃɪp/,48436,He decided to start his own proprietorship.,彼は独自の個人事業を始めることを決めた。,1660193
,,,coincide,"〈自〉《Aと》同時に起こる《with A》；《Aと》一致する,ぴったり合う《with,in A》",/kəʊɪnˈsaɪd/,8238,"Our schedules coincide, so we can meet up for lunch.",私たちのスケジュールが重なるので、昼食を一緒に取ることができます。,3009604
,,,convey,"《...に》を伝達する,伝える；を運ぶ,運搬する；を正式に譲渡する《to》",/kənˈveɪ/,9324,I need to convey an important message to him.,彼に重要なメッセージを伝える必要があります。,3009877
,,,devise,"【動/他】を工夫する,を考案する；を遺贈する【動/自】計画の立案をする,考案する; 工夫する【名/U】遺贈【名/C】遺贈文言",/dɪˈvaɪz/,11695,She had to devise a plan to escape from the prison.,彼女は刑務所から脱出するための計画を練らなければならなかった。,2997556
,,,divert,"〈他〉〜を迂回させる,（BからCへA）をわきへそらす《A from B to C》 / （BからA）をそらす《A from B》 / を楽しませる",/dɪˈvɜrt/,12451,I had to divert my attention from the TV to answer the phone.,私は、電話に出るためにテレビから注意をそらさなければならなかった。,2997752
,,,modification,"修正,変更した(された)もの  / 〈U〉〈C〉(文法で)修飾",/mɑdɪfɪˈkeɪʃən/,27266,The modification of the building was necessary to meet safety regulations.,建物の修正は安全規制を満たすために必要でした。,1643311
,,,regulatory,"取り締まる(ための), 調節する(ための),調整する(ための)",/rɛɡjəˈleɪtəri/,48456,The government implemented new regulatory measures to control pollution.,政府は新たな規制措置を実施して、汚染を制御しました。,1633428
,,,rebel,"〈C〉反逆者,反抗者",/ˈrɛbəl/,35022,The rebel group launched an attack on the government forces.,反乱グループが政府軍に攻撃を仕掛けた。,3003530
,,,rein,"【名/C】手綱；制御手段；制御,統率【動/他】を御する；を抑制する",/ɹeɪn/,35446,Santa Claus uses rein deer to pull his sleigh.,サンタクロースはトナカイを使ってソリを引く。,3003661
,,,stockmarket,【名】株式市場 / 証券取引所 / 株式売買 / 株価,/stɑkˌmɑrkɪt/,48447,The stock market is experiencing a downturn.,株式市場は下降傾向にあります。,1633442
,,,modest,"謙虚な,控えめな,遠慮がちな / 品のいい / 地味な,質素な / 中ぐらいの, 並の",/mɑdɪst/,27263,She is known for her modesty.,彼女は謙虚さで知られています。,3001571
,,,cleaner,〈C〉掃除機 / 《The ~s》クリーニング屋（店） / クリーニングする人 / 清掃作業員 / 洗剤,/ˈkliːnər/,7807,I hired a cleaner to help me with the housework.,私は家事を手伝ってもらうために掃除人を雇いました。,3009527
,,,displace,"〈他〉にとって代わる / 《Aから》を強制的に退去させる,移動させる,やめさせる《from A》 / の排水量を持つ",/dɪsˈpleɪs/,12288,The earthquake displaced many people.,地震で多くの人々が避難した。,1626892
,,,momentum,"【名/U/C】運動量 【名/U】勢い,はずみ",/moʊˈmɛntəm/,27342,The team gained momentum after winning the first game.,チームは最初の試合に勝った後、勢いを得ました。,1627985
,,,dynamic,"動力の,動的な；（人・思想などが）精力的な,活力のある",/dɪˈnæmɪk/,13242,The dynamic performance of the car was impressive.,車のダイナミックなパフォーマンスは印象的でした。,2997955
,,,exporter,"〈C〉輸出業者,輸出国",/ɪkˈspɔːrtər/,14861,The exporter shipped the goods to multiple countries.,輸出業者は商品を複数の国に出荷しました。,1628608
,,,profitable,利益の上がる；有益な / 《Aが》...することが儲けになる《It is ~ for A to do》,/ˈprɒfɪtəbəl/,33547,Investing in stocks can be profitable if done wisely.,株式投資は賢く行えば利益を上げることができます。,3003202
,,,synthetic,"【形】合成の；作りものの,人工の；総合の,統合的な【名/C】合成品,人造物",/sɪnˈθɛtɪk/,42282,She wore a synthetic wig to the party.,彼女はパーティーで合成のウィッグをかぶっていた。,3005450
,,,thrive,"【動/自】よく成長する,健康である；成功する,栄える,繁栄する；《Aを》生きがいとする《on A》；《Aで》うまくやる",/θraɪv/,43242,Plants thrive in sunlight and water.,植物は日光と水で成長する。,3005778
,,,widen,"〈他〉を広くする /（目）を見開く〈自〉《...まで》広くなる,広がる《to》 / 《...などで》（目が）見開かれる《in,with》",/ˈwaɪdən/,47429,The road was widened to accommodate more traffic.,道路は交通量を増やすために広げられました。,1650134
,,,absorption,【名/U】吸収；合併；夢中になること,/əbˈsɔːrpʃən/,201,The absorption of nutrients is essential for our body.,栄養素の吸収は私たちの体にとって必要不可欠です。,2995640
,,,accelerate,"…‘の'速度を速める,加速する  / 〈ある状態〉'を'早く起こさせる  / 速くなる,速度を増す",/əkˈsɛləreɪt/,251,The car started to accelerate as it moved down the hill.,車は丘を下り始めると速度を速め始めました。,2995664
,,,acceptance,"〈U〉受け取ること,認めること,受け入れられていること;同意  / 〈U〉(手形の)引受け;〈C〉引受済み手形",/əkˈsɛptəns/,262,Her acceptance of the award was met with applause.,彼女の受賞の受け入れは拍手で迎えられました。,1653221
,,,accessible,"(またget-at-able)近づきやすい,入りやすい,達しうる  / 《補語にのみ用いて》(感情などに)動かされやすい,(…の)影響を受けやすい《+to+名》",/əkˈsɛsəbəl/,269,This airport is easily accessible by bus.,この空港はバスで楽に行けます。,133992
,,,accomplishment,"〈U〉完成,成就(じょうじゅ)  / 〈C〉業績  / 《複数形で》教養,たしなみ,才芸",/əˈkʌmplɪʃmənt/,298,She felt a great sense of accomplishment after completing the marathon.,彼女はマラソンを完走した後、大きな達成感を感じました。,1641811
,,,accordingly,"従って,それだから,それゆえ([[therefore]])  / それに応じて,適宜に",/əˈkɔːrdɪŋli/,303,"The weather was bad, so accordingly, we cancelled our picnic.",天気が悪かったので、従って、私たちはピクニックをキャンセルしました。,2995687
,,,accountable,"説明のつく, 説明できる / （説明する）責任がある",/əˈkaʊntəbəl/,310,"As a team leader, you are accountable for the performance of your team.",チームリーダーとして、あなたはチームのパフォーマンスに対して説明責任があります。,2995696
,,,accumulate,"を蓄積する,ためる / 蓄積する,たまる",/əˈkjumjəˌleɪt/,324,"Over time, he managed to accumulate a vast collection of rare books.",時間をかけて彼は珍しい本の大量のコレクションを蓄積することができました。,2995704
,,,adoption,"養子縁組 / 〈U〉(新しい方式などの)採用,採択; (外国語の)借用",/əˈdɒpʃən/,574,The adoption process can be long and complex.,養子縁組のプロセスは長くて複雑なことがあります。,1628841
,,,align,"【動/他】を一列に並べる, を整列する / 《...と》...を提携させる 《with ...》 /  《…と合うように》 ...を調整する《with, to ...》【動/自】 《...と》提携する《with ...》",/əˈlaɪn/,1080,Please align the pictures on the wall.,写真を壁に並べてください。,2995935
,,,allowance,"〈C〉認めること / 許容 / 容認 / 許容量 / 割り当て / (定期的な)手当,こづかい  / 割引き, 値引き",/əˈlaʊəns/,1159,The government has decided to increase the allowance for low-income families.,政府は低所得家庭への割り当てを増やすことを決定しました。,2995960
,,,alpha,"アルファ(ギリシア語アルファベットの第1字Α,α;英語のA,aに相当)  / アルファ星(星座の主星)",/'ælfə/,1196,The first letter of the Greek alphabet is alpha.,ギリシャ文字の最初の文字はアルファです。,1641851
,,,census,"〈C〉人口調査, 国勢調査",/'sɛnsəs/,6813,The government conducts a census every ten years to gather demographic information.,政府は10年ごとに国勢調査を実施して人口統計情報を収集します。,1628450
,,,array,"〈軍隊など〉'を'整列させる,配置する  / 《文》〈人〉‘に'衣類を着せる,(特に)〈人〉'を'盛装させる  / 〈U〉整列,陳列  / (…の)整列(配置)した物(人),勢ぞろい《+of+名(複数)》  / 〈U〉衣装,(特に)美しい装い",/əˈreɪ/,2240,I arrayed the books in the shelves.,本を棚に並べました。,1626322
,,,assertion,"〈C〉(しばしば根拠のない)断言,主張  / 〈U〉主張(断言)すること",/əˈsɜːrʃən/,2392,His assertion that he had never stolen anything was hard to believe.,彼が何も盗んだことがないという彼の断言は信じがたかった。,2996291
,,,atom,"原子  / 微量,非常な少量;《a~》微量,わずか(の…)《+of+名》",/ˈætəm/,2528,The atom is the basic unit of a chemical element.,原子は化学元素の基本単位です。,2996334
