headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,athletic,"運動競技の;運動家の,運動家らしい  / 強健な",/əˈθlɛtɪk/,2509,He is very athletic and excels in various sports.,彼は運動能力が非常に高く、様々なスポーツで優れています。,2996328
,,,atomic,原子の / 原子力の / 極微の,/əˈtɒmɪk/,2531,The atomic structure of the material was complex.,その物質の原子構造は複雑だった。,2996336
,,,auction,【名/C/U】競売 / 【動/他】〈物〉を競売にかける,/ˈɔːkʃən/,2621,I won the bid at the auction.,私はオークションで入札に勝ちました。,3008883
,,,bat,〈C〉(野球・クリケットの) バット / (特にバトミントン・スカッシュなどの)ラケット / 打者 / 打順 / バットによる一撃,/bæt/,3450,He hit the ball with his bat.,彼はバットでボールを打った。,3010702
,,,binary,"二つから成る,二つを含む;二元の,複の(dual)  / 二進法による",/'baɪnəri/,4121,The computer stores data in binary format.,コンピュータはデータを二進数形式で保存します。,1634775
,,,campus,"(大学などの)構内,キャンパス;学園  / 《米》(大学の)分校",/'kæmpəs/,6093,I love walking around the campus and exploring all the different buildings.,私はキャンパスを散策して、さまざまな建物を探検するのが好きです。,3009220
,,,carrier,"運搬する人;輸送業者(会社)  / 運搬する物,運客車;運客設備  / (…の)媒介体,保菌者《+of+名》  / (またaircraft carrier)航空母艦  / (自転車・車の)荷台",/ˈkæriər/,6463,The carrier transported the goods to the warehouse.,運搬人は商品を倉庫に運びました。,3009275
,,,censor,"(出版・報道・映画・手紙などの)検閲官  / (古代ローマの)監察官  / (人の)批評をする人,やかまし屋  / …'を'検閲する",/'sɛnsər/,6807,The censor reviewed the film before it was released.,映画は公開前に検閲官によって審査されました。,3009387
,,,client,"[弁護]依頼人,訴訟依頼人  / (商売上の)おとくい(customer)",/'klaɪənt/,7862,The lawyer met with the client to discuss the case.,弁護士は依頼人と会って事件について話し合った。,3009538
,,,clinic,"〈U〉(医学の)臨床講義  / 〈C〉《集合的に》臨床講義のクラス  / 〈C〉臨床講義室  / 〈C〉(病院・医科大学・社会事業団などに付属した)診療所;《形容詞を判って》医療施設,病院  / 〈C〉(警察・学校・社会事業団などに付属した)相談所",/'klɪnɪk/,7888,I have an appointment at the clinic tomorrow.,明日、私はクリニックで予約があります。,1641756
,,,clue,"〈C〉(問題などを解く) 手がかり, 糸口 /",/kl(uː)/,8024,I found a clue that led me to the hidden treasure.,私は隠された宝物へと導く手がかりを見つけました。,2996979
,,,colonial,"植民地の, 植民の / 英国植民地(時代)の",/kəˈloʊnɪəl/,8357,The country gained independence from its colonial rulers.,その国は植民地支配者から独立を達成した。,1641309
,,,colony,"植民地  / 植民団,居留民;(外国人の)集団居留地  / (同ど人種・宗教・職業などの人たちが住む)集団,部落  / (動物・鳥・虫などの)集団;(生物の)群体,群落《+of+名》  / 《the Colonies》アメリカ合衆国を形成した13州のイギリス植民地",/ˈkɑːləni/,8368,The British established a colony in India.,イギリスはインドに植民地を建設しました。,3009626
,,,comparable,【形1】比較可能な　【形2】匹敵する、相当する、同等な,/kəmˈpærəbəl/,8622,The performance of the new model is comparable to that of the previous version.,新しいモデルの性能は、前のバージョンと匹敵しています。,3009688
,,,competent,"有能な,能力のある;適任の / 満足のいく / 法的権限のある",/kɑmˈpɪtənt/,8652,She is a competent manager who can handle any task efficiently.,彼女はどんな仕事も効率的に処理できる有能なマネージャーです。,3009701
,,,dense,"密度の濃い, 密集した / 《話》頭の鈍い,のろまな, にぶい",/dɛns/,11381,The forest was dense with trees.,森は木々で密度が濃かった。,2997455
,,,consent,"〈自〉《...に》同意する, 承諾する《to ...》 / 〈他〉に同意する",/kənˈsɛnt/,9049,He consented on the spot.,彼は即座に承知した。,28475
,,,conscious,"《補語にのみ用いて》気づいている,知っている,意識している  / 《補語にのみ用いて》(…に)反応を示す,意識(知覚)のある《+to+名》  / 《名詞の前にのみ用いて》意識した,わざとらしい  / 考えることができる,意志のある",/ˈkɒnʃəs/,9040,She is conscious of her surroundings.,彼女は周囲に気づいている。,3009799
,,,consciousness,"〈U〉意識, 知覚 / (個人や集団の)意識, 意見",/kɑnʃəsnəs/,9042,Consciousness is the awareness or perception of something.,意識とは何かを認識または感知することです。,3009803
,,,conserve,"【動/他】大切に使う，(損傷・腐敗などしないように)を保存する, を保護する / 《文》（果物）をジャムにする / 【名/U/C】 (果物の)砂糖煮,ジャム",/kənˈsɜːrv/,9065,It is important to conserve water during a drought.,干ばつ時には水を節約することが重要です。,2997016
,,,constitution,"〈U〉(物の)構成,構造《+of+名》  / 〈C〉〈U〉体格,体質,性分質,気質  / 〈C〉政体  / 〈C〉憲法,国憲  / 《the C-》合衆国憲法  / 〈U〉(制度などの)制定…(機関なとの)設立",/kɒnstɪˈtjuːʃən/,9121,The constitution of this organization is well-structured.,この組織の構成はよく組み立てられています。,3009819
,,,consonant,"〈C〉子音,子音字",/kɑn.sə.nənt/,9094,The word 'consonant' refers to a speech sound that is produced by obstructing airflow in the vocal tract.,「子音」という言葉は、声道で空気の流れを妨げることによって生じる音を指します。,3009822
,,,consumption,"〈U〉消費, 消耗, 使い果たすこと / 購入 / 消費量 / 摂取 /肺結核",/kənˈsʌmpʃən/,9157,The consumption of fast food has increased significantly in recent years.,最近、ファストフードの消費量が大幅に増加しています。,1628607
,,,corruption,"(官吏などの)不正行為,汚職  / 堕落  / (物の)腐敗  / (原文の)改悪;(言語の)なまり",/kəˈrʌpʃən/,9581,Corruption is a serious problem in many countries.,腐敗は多くの国で深刻な問題です。,2997044
,,,cortex,"(内臓,特に脳の)皮質  / (植物の)皮層;樹皮",/'kɔrtɛks/,9589,The cortex is the outer layer of an organ or structure.,皮質は臓器や構造物の外層です。,1638688
,,,correspondence,"〈U〉《...の間の》 一致 《between ...》 / 《...との》 一致 《with,to ...》 / 《...との》 文通, 通信, 連絡 《to ...》 / 手紙",/kɔːrɪˈspɒndəns/,9558,I received a correspondence from my boss today.,今日、上司から連絡がありました。,1638675
,,,deceive,を欺く / をだます / を裏切る / 欺く/人をだます,/dɪˈsiːv/,10966,He tried to deceive me with his lies.,彼は嘘で私をだますことを試みた。,2997360
,,,diffusion,"〈U〉放散,発散,拡散[作用] / 普及,流布 / (文体などの)散漫,冗漫",/dɪˈfjuːʒən/,11856,"The pleasant aroma of the freshly baked cookies spread throughout the house, [[thanks to]] the process of diffusion.",焼きたてのクッキーの心地よい香りが、拡散の作用によって家中に広がっていく。,1627785
,,,disturbance,"〈U〉乱す(騒がす,妨害する)こと, 乱れた状態 / 〈C〉騒ぎ, 騒動, 動乱 / 乱す(騒がす,妨害する)もの",/dɪˈstɜːrbəns/,12415,The disturbance in the classroom disrupted the students' concentration.,教室の騒ぎが生徒たちの集中力を乱しました。,2997744
,,,domain,"(国の)領地,領土;(個人の)所有地  / (関心・活動などの)範囲,分野  / (個人・一族の)所有地  / (数学で)変域(関数の独立変数がとる値の集合)",/dəˈmeɪn/,12613,The government has control over the entire domain.,政府は全ての領地を管理しています。,1661770
,,,elastic,"弾力のある,伸縮自在の  / 融通性のある  / ゴムひも;ゴムひもで作った物,靴下留め,ズボンつり",/ɪˈlæs.tɪk/,13576,The elastic band stretched easily.,ゴムバンドは簡単に伸びました。,2998052
,,,erase,"《...から》を消す, を削除する 《from ...》 / (記憶などから)を消し去る《from ...》",/ɪˈreɪs/,14286,I need to erase this mistake.,この間違いを消さないといけない。,2998229
,,,essence,"〈U〉(…の)本質,真髄《+of+名》  / 〈U〉〈C〉(植物・薬物などから抽出された)精,エキス《+of+名》  / 〈U〉香水(perfume)  / 〈U〉本質,実在;〈C〉(特に)霊的実在",/ˈɛsəns/,14390,Understanding the essence of a problem is crucial for finding a solution.,問題の本質を理解することは解決策を見つけるために重要です。,2998252
,,,ethics,"《単数扱い》倫理学  / 《複数扱い》倫理,道徳[律],規範",/ˈɛθɪks/,14441,Studying ethics helps us understand moral principles and make ethical decisions.,倫理学を学ぶことは、道徳的な原則を理解し、倫理的な決定をするのに役立ちます。,2998269
,,,ethical,"倫理の / 道徳的な, (特に)職業道徳にかなった",/ˈɛθɪkəl/,14440,She always makes ethical decisions.,彼女は常に倫理的な決定をします。,2998261
,,,execution,"〈U〉(命令・任務などの)実行,遂行《+of+名》  / 〈U〉〈C〉死刑執行,処刑  / 〈U〉(芸術品の)制作,できばえ;演奏[ぶり];演技  / 〈U〉(遺言などの)執行《+of+名》",/ˌɛk.sɪˈkjuː.ʃən/,14718,The execution of the plan went smoothly.,計画の実行はスムーズに行われました。,1641758
,,,exploit,〈他〉を(不当に)利用する / (資源など)を開発する,/ɪkˈsplɔɪt/,14847,Employers sometimes exploit their workers.,雇い主は、時に従業員を搾取する。,88503
,,,fatigue,"〈U〉(心身の激しい)疲労, 倦怠感 / 〈C〉労働 / 【動/他】を疲労させる",/fəˈtiːɡ/,15327,I feel a lot of fatigue after working long hours.,長時間働いた後、私はとても疲労を感じます。,2998519
,,,fin,"(魚などの)ひれ  / (形・働きが)ひれに似た物  / (飛行機の)垂直安定板  / 《話》手,腕",/fɪn/,15732,The fish swam gracefully with its fins.,魚はひれを使って優雅に泳いだ。,1661172
,,,fossil,"化石  / 時代遅れの人  / 化石の,化石となった",/'fɑsəl/,16718,Scientists discovered a rare fossil of a prehistoric bird.,科学者たちは、一羽の化石化した鳥の希少な化石を発見しました。,2998873
,,,friction,"〈U〉摩擦,こすること  / 〈U〉〈C〉衝突,不和",/'frɪkʃən/,16998,Friction is the resistance encountered when two objects move against each other.,摩擦は、2つの物体が互いに動く際に遭遇する抵抗です。,2998937
,,,fringe,"(ショール・幕などの)ふさ飾り,ふさべり  / (一般に)へり,縁,周辺 / / 〈服・カーテンなど〉‘に'ふさ飾りを付ける;(…で)…‘を'縁どる《+名+with+名》",/frɪndʒ/,17028,She wore a beautiful shawl with fringe.,彼女はふさ飾りのついた美しいショールを身に着けていました。,1641759
,,,gauge,"(銃砲の口径・鉄板の厚さなどの)標準寸法(規格)  / 計器  / (評価・判断の)方法,基準  / (レールの)軌道  / (銃砲の)口径  / (特に,計器を用いて)…‘を'測る  / …‘を'評価する",/ɡeɪdʒ/,17584,The gauge of the shotgun is 12.,ショットガンのゲージは12です。,2999062
,,,generalize,一般化する / 一般原理を引き出す / 帰納する / を概括する / を帰納する / を一般化する,/dʒɛnərəˈlaɪz/,17665,It is important to generalize the results of the study to a larger population.,研究の結果をより広い人口に一般化することが重要です。,1629019
,,,dependence,"(…に)頼ること,(…への)依存,依頼《+on(upon)+名》  / (…への)信頼,信用《+on+名》",/dɪˈpɛndəns/,11424,I have a strong dependence on coffee to start my day.,私は一日を始めるためにコーヒーに強く頼っています。,2997468
,,,identification,"〈U〉同一であることの確認(証明),身元確認,身分証明  / 身分証明書",/ɑɪˌdɛntɪfɪˈkeɪʃən/,20933,Identification is required to enter the building.,建物に入るためには身分証明が必要です。,2999951
,,,ideology,"〈C〉イデオロギー(社会・政党などが持つ典型的な思考形態)  / 〈U〉《軽蔑して》空理,空論",/aɪ.diˈɑl.ə.dʒi/,20946,His ideology shaped his political beliefs.,彼のイデオロギーが彼の政治的信念を形作った。,2999955
,,,identical,"《...と》同一の,全く同じの《with ...》 / 等しい,同様な / そっくりの, うりふたつの",/ɪˈdɛntɪkəl/,20931,The twins have identical haircuts.,双子は同じ髪型です。,2999950
,,,illusion,"思い込み,思い違い  / 〈C〉(…の)幻覚,幻影,幻,錯覚《+of+名》",/ɪˈluʒən/,21042,Don't be fooled by the illusion of success.,成功の幻想に騙されてはいけない。,2999984
,,,indicator,"指示する人(物),指示器,表示器;指針  / (リトマスなどの)指示薬",/ɪnˈdɪkeɪtər/,21600,The traffic light is an indicator for drivers.,交通信号は運転手の指示器です。,1635307
,,,indirect,"(道などが)真っすぐでない,回り道の  / (話し方が)遠回しの,率直でない  / (結果などが)間接的な,二次的な",/ˌɪn.dəˈrɛkt/,21620,He took an indirect route to avoid traffic.,彼は交通渋滞を避けるために迂回路を取った。,1652563
,,,indifference,〈U〉無関心 / 無頓着 / 冷淡 / 重要でないこと,/ɪnˈdɪfrəns/,21607,Her indifference towards his feelings hurt him deeply.,彼の気持ちに無関心な彼女は、彼を深く傷つけた。,1628628
,,,individually,"個々に,個別的に  / 個人として,個人的に  / 個性的に,独自のやり方で",/ɪnˈdɪvɪdʒuəli/,21652,Each student will be graded individually.,各学生は個々に評価されます。,1641761
,,,inference,"〈U〉推量, 推論, 推測, 推理  / 〈C〉推量の結果,結論",/ˈɪnfərəns/,21782,"Upon observing the clues at the crime scene, the detective made a logical inference about the suspect's identity.",犯行現場の手がかりを観察して、刑事は容疑者の身元を論理的に推理した。,1627367
,,,inferior,"【形】劣った【名】劣っていること, 劣等",/ɪnˈfɪəriər/,21785,He always feels inferior to his older brother.,彼はいつも兄に劣等感を抱いている。,3000168
,,,infinity,"〈U〉無限であること  / 〈C〉無限なもの,無限の空間(時間)  / 〈C〉ばく大な量(数)  / 〈C〉(数学で)無限大(記号∞)",/ɪnˈfɪnəti/,21809,The possibilities are infinite.,可能性は無限です。,1641760
,,,informal,正式でない / 打ち解けた / 口語体の,/ɪnˈfɔːrml/,21845,"I'm going to a party tonight, so I'll be dressed informally.",今夜はパーティーに行くから、カジュアルな格好で行くよ。,1635919
,,,inject,注射する、注入する,/ɪnˈdʒɛkt/,21924,The nurse will inject the vaccine into your arm.,看護師があなたの腕にワクチンを注入します。,2995480
,,,inhibit,"【動/他】を抑制する,を妨げる,を阻害する / 《...しないように》 (人)を抑制する 《from doing》",/ɪnˈhɪbɪt/,21904,His behavior was inhibited by the strict rules.,彼の行動は厳しい規則によって抑圧された。,1626875
,,,intensive,集中的な,/ɪnˈtɛnsɪv/,22199,She had an intensive workout at the gym.,彼女はジムで集中的にワークアウトをした。,2995478
,,,integral,【形】不可欠な；完全な；整数の；積分の【名/C】積分,/ˈɪntɪɡrəl/,22165,Calculus is an integral part of mathematics.,微積分は数学の不可欠な部分である。,1635565
,,,interrupt,"中断する,割り込む,遮る",/ɪntəˈrʌpt/,22349,"I'm sorry to interrupt, but can I ask a question?",申し訳ありませんが、お尋ねしてもよろしいですか？,3000329
,,,invade,〈敵が〉…‘に'侵入する  / 〈人が〉…‘に'押し寄せる  / 〈権利など〉‘を'侵害する(violate)  / 〈病気などが〉…‘を'おかす,/ɪnˈveɪd/,22433,The enemy plans to invade our territory.,敵は私たちの領土に侵入する計画です。,3000349
,,,invasion,"(敵軍の)侵入,侵略《+of+名》  / (人・物の)殺到;(災害などの)襲来《+of+名》  / (権利などの)侵害《+of+名》",/ɪnˈveɪʒən/,22445,The country prepared its defenses against the invasion.,国は侵入に備えて防御を準備しました。,3000354
,,,justification,"(…を)正当化すること,(…の)正当化,弁明,弁護《+of+名》  / (…を)正当とする理由(事実)《+for+名(doing)》",/d͡ʒʌstɪfɪˈkeɪʃən/,23182,Your justification for this decision is not convincing enough.,あなたのこの決定に対する正当化は十分に説得力がありません。,6535704
,,,legend,"〈C〉伝説,言い伝え;〈U〉伝説文学  / 〈C〉伝説上の人物  / 〈C〉(メダルなどの)題銘,銘(inscription)  / 〈C〉(地図・図表などの)説明,凡例(はんれい)",/'lɛdʒənd/,24215,The legend of King Arthur has been passed down for centuries.,アーサー王の伝説は何世紀にもわたって伝えられてきた。,3000802
,,,leisure,〈U〉余暇 / 暇 / 自由な時間 / （名詞をともなって形容詞的に）暇な / 有閑な,/'liːʒər/,24251,I enjoy leisure activities such as reading and hiking.,私は読書やハイキングなどのレジャー活動を楽しんでいます。,3000804
,,,longitudinal,"長期の, 縦断的な / 縦の,縦方向の/ 経度の",/lɒn.dʒɪˈtjuː.dɪ.nəl/,24996,The longitudinal study revealed significant findings.,縦断的研究により、重要な発見が明らかになりました。,1665314
,,,marker,"印をつける人(道具)  / (ゲームなどの)採点者  / 目印,目標",/ˈmɑːrkər/,25910,She used a marker to highlight important information in the book.,彼女は本の重要な情報を強調するためにマーカーを使いました。,3001217
,,,matrix,"（複数形 matrices, ～・es）(発生・成長の)母体  / 鋳型・模型;(レコードの)原盤;(活字の)母型,字母  / (金属・化石・宝石などの含んだ)母岩・《古》子宮・基盤; (細胞)細胞間質; (地学)基質; (印)字母; 紙型; 鋳型; (鉱)母岩; (数)行列; (コンピュータ)マトリックス (入力導線と出力導線の回路網); (言)母型文 （matrix sentence）",/'meɪtrɪks/,26119,The matrix is a mathematical concept used in linear algebra.,行列は線形代数で使用される数学的な概念です。,1642962
,,,mediate,"〈紛争・相違点など〉‘を'調停する,仲裁する  / 〈妥協・和解・同意など〉‘を'仲裁して成立させる  / (両者の)調停をする《+between+名》  / 仲介者(媒介物)を通じての,間接の",/miːdɪeɪt/,26284,The mediator helped to mediate the dispute between the two parties.,仲介者は二つの当事者間の紛争を調停するのを助けました。,3001322
,,,mercury,〈U〉水銀(化学記号はHg)  / 《the~》(温度計・晴雨計の)水銀柱,/ˈmɜːr.kjʊ.ri/,26481,"Mercury is a heavy, silvery-white liquid metal.",水銀は重い銀白色の液体金属です。,1643066
,,,secrete,【動/他】〈ホルモン・樹液など〉を分泌(ぶんぴつ)する,/sɪˈkriːt/,37810,The endocrine gland secretes hormones into the bloodstream.,内分泌腺はホルモンを血液中に分泌します。,1656545
,,,migrate,"(…から…へ)移住する《+from+名+to+名》  / (季節に応じ定期的に)〈鳥・動物が〉移動する,渡る",/ˈmaɪɡreɪt/,26780,Many people choose to migrate from rural areas to urban areas for better job opportunities.,多くの人々が、より良い仕事の機会を求めて、田舎から都市へ移住することを選びます。,3001453
,,,mentor,"指導者,師 / (良き)助言者,顧問",/mɛnˈtɔr/,26454,My mentor has been guiding me throughout my career.,私の指導者は私のキャリアを通じて私を指導してきました。,3001358
,,,flux,"流動,流れ;上げ潮  / 絶え間ない変化,流転(るてん)  / 融剤,フラックス  / (流体・粒子・エネルギーの)流量,流束,流動率  / (電気・磁気の)束(そく)  / (体内の液体の)異常流出,異常排出",/flʌks/,16298,The constant changes in the stock market create a state of flux.,株式市場の絶え間ない変動は流動状態を作り出す。,2998774
,,,psychology,心理学  / 《話》(個人・団体の)心理[状態],/saɪˈkɒlədʒi/,33911,Psychology is the study of the human mind and behavior.,心理学は人間の心と行動の研究です。,3003288
,,,outer,"外に,外側の,外部の  / 中心から遠い",/ˈaʊ.tər/,29944,She loves to explore the outer world.,彼女は外の世界を探検するのが好きです。,1662442
,,,powder,"〈U〉〈C〉粉,粉末  / 〈U〉おしろい  / 〈U〉〈C〉粉薬  / 〈U〉火薬,爆薬(gunpowder)  / 〈U〉粉雪",/ˈpaʊdər/,32896,I need to buy some powder for baking.,私はベーキング用の粉を買わなければなりません。,3003017
,,,prediction,"〈U〉予報(予言)すること  / 〈C〉予報(予言)される事;(…という)予報,予言《+that節》",/prɪˈdɪkʃən/,33061,The weather prediction for tomorrow is rain.,明日の天気予報は雨です。,3003052
,,,randomize,…‘を'成り行き任せでする  / 成り行きでする,/ˈrændəmaɪz/,34755,You should randomize the order of the questions.,問題の順番をランダムにするべきです。,1628710
,,,snake,ヘビ(蛇)  / (蛇のように)ずるく陰険な人  / へび(配水管などの詰まった物を取り除く道具)  /,/sneɪk/,39582,I saw a snake in the park.,公園で蛇を見た。,1623786
,,,unstable,"(物が)不安定な,ぐらぐらする  / 情緒不安定な,落ち着のない  / (気候・経済などが)安定性のない,不安定な  / (化合物が)分解しやすい",/ʌnˈsteɪbəl/,45466,The bridge is unstable and needs to be repaired.,橋は不安定で修理が必要です。,1641630
,,,candidate,"〈C〉《...の》 候補者, 志願者 《for ...》",/kæn.dɪ.deɪt/,6134,He is a strong candidate for the position.,彼はそのポジションの有力候補者です。,2996932
,,,goodness,〈U〉優秀さ / (人の)親切 / (食物などの)よいところ,/ˈɡʊdnəs/,18230,Her goodness and kindness are admired by everyone.,彼女の優秀さと親切さは誰からも称賛されています。,2999228
,,,peasant,"【名/C】(ヨーロッパなどの小さい農地を所有して耕作する) 農夫 / 借地農民,小作農 / 《軽蔑して》 小百姓, 無学者",/ˈpɛzənt/,31016,The peasant worked hard in the fields.,農民は畑で一生懸命働いた。,1641040
,,,sophisticate,"を洗練させる,を高度化する,を世慣れさせる",/səˈfɪstɪkeɪt/,39963,She has a sophisticated taste in fashion.,彼女はファッションのセンスが洗練されています。,3004822
,,,sufficiently,十分に,/səˈfɪʃəntli/,41650,The food was cooked sufficiently.,食べ物は十分に調理されていました。,3005267
,,,contradict,"(報道・人の言説など) を否定する / (陳述が)…と矛盾する,と相反する",/ˌkɒn.trəˈdɪkt/,9244,I cannot contradict the fact that he is a talented musician.,彼が才能あるミュージシャンであるという事実を否定することはできません。,3009860
,,,comply,"【動/自】《...に》 従う, 応ずる 《with ...》",/kəmˈplaɪ/,8696,It is important to comply with the rules and regulations.,ルールや規制に従うことが重要です。,3009720
,,,polar,極地の / 南極の / 正反対の,/'poʊlər/,32449,The polar bear is a magnificent creature.,ホッキョクグマは素晴らしい生き物です。,1665248
,,,mid,"【形】中央の, 中部の, 中間の / 【前】《詩》 …の中に, …の真ん中に(amid)  / 【接頭辞】中央の, 中部の, 半ばの",/mɪd/,26696,The clock is placed in the mid of the room.,時計は部屋の中央に置かれています。,3001425
,,,nasty,"意地悪な,卑劣な /  不快な,いやな / みだらな,下品な  / 厄介な,ひどい",/ˈnæsti/,28149,She made a nasty comment about his appearance.,彼女は彼の容姿について意地悪なコメントをした。,3001799
,,,variance,"〈U/C〉分散 / 変化, 多様性, ばらつき / 《...との》相違,不一致《with, between, among ...》",/ˈvɛəriəns/,45872,The variance in temperature throughout the year is quite significant in this region.,この地域では、年間を通じて温度のばらつきがかなり大きいです。,1628664
,,,predominantly,【副詞】主に、大部分は、圧倒的に、大抵は,/prɪˈdɒmɪnəntli/,33068,She predominantly works from home.,彼女は主に自宅で仕事をしています。,3003060
,,,correction,"〈U〉訂正, 修正 / 〈C〉訂正箇所, 訂正の書き入れ / 〈U〉(よくするための)処罰,叱責",/kəˈrɛkʃən/,9548,The teacher made a correction to my homework.,先生は私の宿題に修正を加えました。,1628759
,,,subtle,"(知覚しにくいほど)かすかな, ほのかな, 微妙な / (頭脳・感覚などが)鋭い / ずるい,こうかつな / 難解な / 巧みな,精巧な",/'sʌtl/,41580,The subtle scent of flowers filled the air.,かすかな花の香りが空気に満ちていた。,3005246
,,,trivial,"ささいな, 取るに足らない / 平凡な, ありふれた",/ˈtrɪviəl/,44303,The problem was trivial and didn't require much effort to solve.,その問題はささいなもので、解決するのに多くの努力を必要としなかった。,3005976
,,,correlation,"〈C〉《...の間の》 相互関係 《between ...》 / 《...との》 関連 《with ...》 / 〈U〉《文》 関連させること, 相関関係にある状態 / 〈C〉相関グラフ",/kɔːrɪˈleɪʃən/,9554,There is a strong correlation between smoking and lung cancer.,喫煙と肺がんの間には強い相関関係があります。,1628801
,,,accuracy,〈U〉正確さ / 正確なこと / 精度,/ˈækjərəsi/,328,The accuracy of this machine is impressive.,この機械の精度は素晴らしい。,2995699
,,,thread,"糸 / 筋, 脈絡 /",/θrɛd/,43207,I need to buy some thread to sew this button back on.,このボタンを付け直すために糸を買わなければなりません。,3005751
,,,publish,"...を出版する, を発行する / (作家など) の作品を出版する / を公表する / 出版する, 発行する",/'pʌblɪʃ/,33978,The author plans to publish a new book next month.,著者は来月新しい本を出版する予定です。,1629341
,,,spontaneous,"(行動などが) 自然に起きる, 自発的な / (現象などが)自然発生の / (植物などが)天然の,自生の",/spɑnˈteɪniəs/,40431,She had a spontaneous reaction to the news.,彼女はそのニュースに自然な反応を示した。,3004882
,,,flesh,〈U〉(人間・動物の)肉 / 肉付き / 《the ~ 》肉体,/flɛʃ/,16109,He cut his finger on the sharp edge of the knife and flesh started to bleed.,彼はナイフの鋭い刃で指を切り、肉が出血し始めた。,2998723
,,,bizarre,"一風変わった,変な / 奇怪な,異様な",/bɪˈzɑr/,4246,The movie had a bizarre [[plot twist]].,この映画には奇妙な筋書きがあった。,1665287
,,,hawk,"【名/C】タカ / 《話》(国際問題などで)強硬論者,タカ派の人",/hɔk/,19402,I saw a hawk flying in the sky.,私は空に飛んでいる鷹を見ました。,2999557
,,,dissection,"〈U/C〉(実験・研究のための)解剖,解体 / 〈C〉実験用解剖体,解剖模型  / 〈U〉詳細な分析",/dɪˈsɛkʃən/,12332,The biology class performed a dissection of a frog to study its anatomy.,生物の授業で、カエルの解剖を行い、その解剖学を学びました。,1652593
,,,bang,"〈C〉バンという音 /  バンという一撃（強打） /  おかっばにした前髪, 切り下げ前髪 (また《英》fringe)",/bæŋ/,3213,The loud bang startled me.,その大きな音に驚いた。,2996517
,,,clip,"〈C〉紙ばさみ,クリップ / 留める物 / (機関銃の) 挿弾子（そうだんし）, 弾倉 / 〈C〉(頭髪・羊毛などを)刈り込むこと,切り取ること",/klɪp/,7898,He wore a tie clip to keep his tie in place.,彼はネクタイを留めるためにネクタイ留めを付けていました。,1650702
,,,clip,"をはさむ / をはさんで留める / 《…に》 (クリップで)留まる 《on, to ...》 / (はさんで)…を切る,切り取る / を刈り込む / 切る / 刈り込む",/klɪp/,7899,I need to clip the papers together.,私は紙を一緒にクリップで留める必要があります。,3009549
,,,audit,"〈C〉会計検査, 監査 / 決算報告",/ˈɔːdɪt/,2638,The company hired an external auditor to conduct a thorough audit of its financial statements.,会社は外部の監査人を雇い、財務諸表の徹底的な監査を行いました。,1634189
,,,tremendous,"(大きさ・量・強度などで) ものすごい, 途方もない / 恐ろしい",/trɪˈmɛndəs/,44153,The storm caused tremendous damage to the city.,その嵐は都市にものすごい被害をもたらしました。,3005945
,,,bound,"《bindの過去・過去分詞》 / 【形】縛られた / 《be ~ to do》…する義務がある / 《be ~ to do》きっと…する / 〈本が〉製本された / 《米語》《be ~ to do》…する決心をしている / 《複合語を作って》「…に縛られた,閉ざされた」の意",/baʊnd/,4938,She bound the books together with a ribbon.,彼女はリボンで本を束ねた。,3008935
,,,tense,〈U〉〈C〉(文法で) 時制,/tɛns/,42850,I always study English tense before the exam.,試験前にはいつも英語の時制を勉強します。,3005597
,,,bound,"《…へ》行く途上にある, 《…》行きの《for ...》 / 《複合語を作って》「…行きの」の意を表す",/baʊnd/,4937,The train is bound for Tokyo.,その電車は東京行きです。,3008934
,,,orient,"〈他〉《新しい環境などに》〈人〉を適応させる,を慣れさせる《to ...》 / …の位置を確定する /  (ある方向に)…を向ける / 〈自〉(太陽・月が地平線から)昇る,現れる",/ˈɔːriənt/,29795,She decided to orient herself towards a career in marketing.,彼女はマーケティングのキャリアに方向転換することを決めた。,3002272
,,,machinery,"【名/U】《集合的に》《単数扱い》(特に大きな)機械 / 機械の部品, 機械装置 / 【名/U/C】(社会・政治などの)機構,組織",/məˈʃiːnəri/,25403,The factory is equipped with state-of-the-art machinery.,その工場は最新の機械を備えています。,3001095
,,,dissertation,"〈C〉学位論文, 博士論文 / 論文,論説",/dɪsərˈteɪʃən/,12341,I am currently in the process of writing my dissertation on the effects of social media on mental health.,私は現在、ソーシャルメディアがメンタルヘルスに及ぼす影響について論文を執筆中です。,1627213
,,,handout,"〈C〉(こじきなどに与える)施し物 / 商品案内,広告ビラ / (広告主・政府機関などが新聞社へ渡す)新聞発表 / (学会などで資料として配布する)印刷物, 配布資料",/'hænd.aʊt/,19153,I received a handout from the charity organization.,私はチャリティ団体から施し物を受け取りました。,2999477
,,,namely,"【副】すなわち, つまり",/'neɪmli/,28081,"He loves outdoor activities, namely hiking and camping.",彼はアウトドア活動、すなわちハイキングとキャンプが大好きです。,3001794
,,,crude,"(原材料が) 天然のままの, 未加工の / (製品・作品などが)仕上がりの悪い / (言葉・態度・考え方などが)粗雑な,不作法な",/krud/,10237,The crude oil prices have been increasing steadily.,原油価格は着実に上昇しています。,1628908
